VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
44514,22143,Arya Raju,40,M,0
44515,22143,Henry Madan,24,M,0
44516,22144,Gabriel Mammen,29,F,0
44517,22145,Ekani Singhal,34,M,0
44518,22145,Gautami Parsa,15,F,0
44519,22146,Jeet Bir,11,M,0
44520,22147,Janya Khanna,17,M,0
44521,22148,Ekanta Chada,77,M,0
44522,22149,Ranbir Mitra,79,M,0
44523,22149,Kritika Deep,79,M,0
44524,22150,Mahika Goel,28,F,0
44525,22150,Ishani Warrior,74,M,0
44526,22150,Lopa Butala,70,M,0
44527,22151,Lekha Loyal,77,M,0
44528,22151,Rajeshri Dutt,75,F,0
44529,22152,Azaan Grewal,35,M,0
44530,22152,Arunima Madan,20,M,0
44531,22152,Bhavya Lanka,75,M,1
44532,22153,Aarav Bal,57,M,0
44533,22153,Odika Sridhar,68,F,0
44534,22153,Amara Mahajan,32,F,0
44535,22154,Manbir Sankaran,66,M,0
44536,22154,Wyatt Badami,43,M,0
44537,22155,Tanveer Chaudry,32,F,0
44538,22155,Divya Ghose,52,F,0
44539,22155,Nitesh Patla,72,M,0
44540,22156,Aarush Jhaveri,79,F,0
44541,22157,Aarav Bhagat,83,M,0
44542,22157,Upadhriti Loyal,36,M,0
44543,22157,Ranbir Tak,32,M,0
44544,22158,Mohammed Nayak,17,M,0
44545,22158,Damini Acharya,79,F,0
44546,22159,Vincent Patil,21,M,0
44547,22159,Balveer Nagy,67,M,0
44548,22159,Janya Dhillon,32,M,0
44549,22160,Hamsini Chopra,75,M,0
44550,22161,Gaurika Dutta,6,M,0
44551,22162,Gopal Verma,12,M,0
44552,22162,Eiravati Sethi,12,F,0
44553,22163,Chakradev Handa,10,F,0
44554,22163,Darpan Bali,51,F,0
44555,22164,Gaurang Garde,31,F,0
44556,22164,Victor Sankaran,47,M,0
44557,22164,Caleb Morar,85,F,0
44558,22165,Max Lala,19,M,0
44559,22166,Ansh Kamdar,67,M,0
44560,22167,George Sarin,66,M,0
44561,22168,Ekaraj Tripathi,27,F,0
44562,22168,Urvi Bhatnagar,24,M,0
44563,22168,Janya Dara,39,M,0
44564,22169,Idika Deo,4,F,0
44565,22169,Yutika Bal,79,M,0
44566,22170,Girindra Sinha,81,F,0
44567,22171,Azaan Bal,37,M,0
44568,22172,Xiti Nayar,4,M,0
44569,22173,Laban Raman,36,M,0
44570,22173,Ishani Shanker,59,M,0
44571,22173,Zansi Sodhi,40,M,0
44572,22174,Kashvi Bajwa,26,M,0
44573,22175,Charvi Bhalla,33,M,0
44574,22176,Tara Modi,43,M,0
44575,22176,Anusha Mandal,7,M,0
44576,22177,Yashasvi Chowdhury,79,F,0
44577,22177,Bahadurjit Virk,20,F,0
44578,22177,Kavya Saraf,58,F,0
44579,22178,Abdul Vyas,43,M,0
44580,22179,Jairaj Ratti,26,M,0
44581,22179,Onkar Mahal,13,F,0
44582,22180,Sanya Bhatti,6,M,0
44583,22180,Caleb Das,5,M,0
44584,22181,Nirja Bava,8,M,0
44585,22181,Nilima Ben,14,M,0
44586,22181,Samaksh Malhotra,57,M,0
44587,22182,Chaitanya Biswas,69,M,0
44588,22182,Indira Rout,22,M,0
44589,22183,Nandini Ganguly,47,M,0
44590,22184,Matthew Bains,70,M,0
44591,22184,Waida Kalita,61,F,0
44592,22184,Nachiket Parekh,25,F,0
44593,22185,Jacob Chaudry,14,F,0
44594,22186,Kai Kohli,21,F,0
44595,22187,Adweta Trivedi,54,M,0
44596,22187,Krisha Bala,15,M,0
44597,22187,Megha Pau,12,F,0
44598,22188,Adya Dixit,69,M,0
44599,22188,Abhiram Verma,62,M,0
44600,22189,Hritik Ravi,85,F,0
44601,22190,Gabriel Parmer,21,M,0
44602,22191,Radha Bajwa,53,F,0
44603,22192,Vasatika Kale,65,M,0
44604,22192,Vyanjana Baral,74,M,0
44605,22193,Nikita Kalita,41,M,0
44606,22193,Ishita Pingle,16,M,0
44607,22193,Girik Om,2,M,0
44608,22194,Umang Pradhan,55,M,0
44609,22194,Banjeet Vohra,43,M,0
44610,22194,Nathaniel Oak,9,F,0
44611,22195,Lucky Choudhary,71,M,0
44612,22195,Peter Raval,53,M,0
44613,22195,Lakshmi Prashad,72,M,0
44614,22196,Pranav Walia,52,M,0
44615,22196,Ansh Khurana,53,M,0
44616,22197,Idika Srivastava,12,F,0
44617,22198,Aradhana Keer,40,M,0
44618,22199,Jagdish Pingle,22,M,0
44619,22199,Chakradev Dar,51,M,0
44620,22199,Hemangini Garg,46,M,0
44621,22200,Aarna Contractor,75,F,0
44622,22200,Praneel Kar,22,F,0
44623,22200,Ishanvi Gola,11,M,0
44624,22201,Rayaan Dar,74,M,0
44625,22201,Lakshit Mody,19,M,0
44626,22201,Rehaan Sankaran,5,F,0
44627,22202,Samuel Ahluwalia,8,M,1
44628,22202,Ikbal Sarraf,27,F,0
44629,22202,Yashvi Uppal,37,F,0
44630,22203,Logan Naik,55,M,0
44631,22203,Manthan Dugal,19,M,0
44632,22204,Chatresh Pradhan,26,F,0
44633,22204,Pranav Dhawan,38,M,0
44634,22204,Lekha Chad,30,M,0
44635,22205,Pooja Mittal,59,M,0
44636,22205,Aashi Handa,2,M,0
44637,22206,Gunbir Grover,59,M,0
44638,22207,Avni Chanda,58,M,0
44639,22207,Varenya Kar,51,M,0
44640,22208,Aahana Mittal,47,F,0
44641,22208,Ekiya Bhattacharyya,71,F,0
44642,22209,Reva Keer,42,M,0
44643,22209,Logan Pandit,43,M,0
44644,22210,Bhavini Singh,70,M,0
44645,22211,Samar Patel,46,M,0
44646,22211,Abhiram Gour,66,M,0
44647,22212,Hiral Dutt,6,M,0
44648,22212,Girindra Sangha,65,M,0
44649,22213,Patrick Ghosh,4,F,0
44650,22213,Ekalinga Mahajan,34,M,0
44651,22214,Amol Ram,15,F,0
44652,22214,Ekbal Sampath,13,M,0
44653,22214,Ubika Hayre,14,M,0
44654,22215,Janya Nayar,61,F,0
44655,22215,Rohan Korpal,21,M,0
44656,22216,Bhavya Varughese,21,M,0
44657,22217,Tanay Varghese,85,F,0
44658,22217,Nitesh Purohit,42,M,0
44659,22217,Lakshit Badami,20,M,0
44660,22218,Krish Kibe,77,F,0
44661,22219,Aachal Karnik,6,M,0
44662,22219,Sara Dyal,16,M,0
44663,22220,Azad Chanda,23,M,0
44664,22221,Orinder Buch,70,M,0
44665,22221,Vasana Ram,1,F,0
44666,22222,Darika Sharma,49,M,0
44667,22222,Finn Bajaj,68,M,0
44668,22223,Aditya Kapoor,38,M,0
44669,22224,Shivansh Ray,13,F,0
44670,22225,Jack Bora,21,F,0
44671,22226,Hemani Iyengar,36,M,0
44672,22226,Xavier Goyal,82,M,0
44673,22226,Guneet Barman,48,M,0
44674,22227,Parth Dhar,66,M,0
44675,22227,Veda Dugar,56,F,0
44676,22227,Mitali Devan,76,F,0
44677,22228,Ikshita Thakur,81,M,0
44678,22229,Frado Amble,60,F,0
44679,22229,Shaurya Dhaliwal,45,M,0
44680,22230,Watika Bhat,34,M,0
44681,22230,Faras Dugar,50,F,0
44682,22230,Aarna Jain,36,M,0
44683,22231,Nisha Kibe,85,M,0
44684,22231,Vanya Chatterjee,13,M,0
44685,22232,Dipta Wali,51,M,0
44686,22232,Bhavna Singhal,70,M,0
44687,22233,Banjeet Merchant,24,F,0
44688,22233,Jeremiah Nanda,40,M,0
44689,22234,Yatin Majumdar,3,M,0
44690,22234,Wahab Karnik,77,F,0
44691,22234,Kiaan Jani,36,M,0
44692,22235,Balvan Pillay,18,M,0
44693,22235,Umang Brar,46,F,0
44694,22235,Chaitaly Nath,60,M,0
44695,22236,Jairaj Kohli,73,M,0
44696,22236,Baljiwan Bhasin,4,F,0
44697,22236,Radha Dugar,78,M,0
44698,22237,Chakradhar Rege,62,F,0
44699,22237,Baljiwan Balan,29,F,0
44700,22238,Vasudha Hayre,78,T,0
44701,22238,Dalaja Shan,76,M,0
44702,22239,Faraj Randhawa,80,F,0
44703,22239,Jhalak Setty,53,M,0
44704,22239,Devika Memon,82,M,0
44705,22240,Henry Mishra,49,F,0
44706,22240,Leena Walla,8,M,0
44707,22240,Turvi Lal,17,M,0
44708,22241,Balhaar Bala,67,M,0
44709,22241,Faris Chaudhary,59,F,0
44710,22241,Janaki Dugar,65,F,0
44711,22242,Yutika Warrior,1,M,0
44712,22242,Aditya Dar,25,F,0
44713,22243,Agastya Gulati,10,M,0
44714,22243,Anusha Saini,69,M,0
44715,22243,Ikshita Krishnan,3,M,0
44716,22244,Noah Munshi,40,M,0
44717,22244,Jalsa Kumer,31,F,0
44718,22244,Avi Patla,18,F,0
44719,22245,Samar Luthra,70,M,0
44720,22245,Hemal Lad,18,M,0
44721,22246,Samuel Manda,27,F,0
44722,22247,Ishaan Sharma,84,M,0
44723,22248,Harita Chaudhari,38,F,0
44724,22249,Zansi Kannan,64,M,0
44725,22250,David Vyas,63,M,0
44726,22250,Jackson Hayre,62,F,0
44727,22251,Utkarsh Kannan,79,M,0
44728,22251,Netra Bajaj,24,M,0
44729,22251,Xavier Parekh,62,F,0
44730,22252,Januja Dhawan,24,M,0
44731,22252,Dhruv Agate,77,M,0
44732,22252,Nitara Dutta,15,F,0
44733,22253,Rachit Swaminathan,21,F,1
44734,22253,Charles Sahni,84,M,0
44735,22254,Jyoti Sahota,54,F,0
44736,22254,Champak Kade,47,F,0
44737,22254,Umang Varkey,9,F,0
44738,22255,Aadi Randhawa,83,M,0
44739,22255,Anay Subramanian,47,M,0
44740,22256,Lekha Kaur,64,F,0
44741,22256,Inaya Kaul,8,M,0
44742,22257,Laksh Pant,10,M,0
44743,22258,Henry Dugal,22,F,0
44744,22258,Frederick Kalla,83,F,0
44745,22259,Hema Majumdar,32,M,0
44746,22260,Nidhi Pandya,68,M,0
44747,22260,Wyatt Rastogi,39,F,0
44748,22261,Lakshmi Chaudhuri,9,M,0
44749,22261,Krish Sankar,19,M,0
44750,22261,David Ghosh,34,M,0
44751,22262,Urmi Balakrishnan,44,M,0
44752,22262,Nikita Khatri,14,M,0
44753,22262,Yamini Sur,5,M,0
44754,22263,Laksh Din,84,F,0
44755,22263,Vincent Nazareth,63,F,0
44756,22263,Jason Choudhury,17,F,0
44757,22264,Jagrati Mani,84,M,0
44758,22264,Girish Narasimhan,46,M,1
44759,22265,Nakul Dhillon,64,F,0
44760,22265,Kabir Balan,11,M,0
44761,22265,Ranveer Nigam,79,M,0
44762,22266,Megha Menon,26,M,0
44763,22266,Chaaya Ramesh,13,F,0
44764,22267,Janya Dugal,55,F,0
44765,22267,Abdul Kapadia,59,F,0
44766,22267,Patrick Balan,25,M,0
44767,22268,Divya Sarkar,53,M,0
44768,22269,Ekaraj Chokshi,19,M,0
44769,22269,Aryan Sidhu,40,M,0
44770,22270,Neha Kamdar,15,M,0
44771,22271,Inaya Chokshi,53,M,0
44772,22271,Dhriti Purohit,54,M,0
44773,22272,Arya Rajagopalan,20,M,0
44774,22273,Leena Biswas,32,M,0
44775,22274,Guneet Arya,39,F,0
44776,22275,Oscar Shetty,34,F,0
44777,22275,Chanchal Gulati,26,F,0
44778,22275,Gaurav De,16,F,0
44779,22276,Ishwar Borra,70,F,0
44780,22277,Vasatika Madan,55,M,0
44781,22278,Gautami Chokshi,6,M,0
44782,22279,Azaan Mall,57,F,0
44783,22279,Mugdha Sekhon,77,M,0
44784,22280,William Badal,65,M,0
44785,22281,Indira Munshi,7,F,0
44786,22282,Shaurya Sankar,51,F,0
44787,22282,Joshua Choudhary,65,F,0
44788,22282,Thomas Chaudry,34,F,0
44789,22283,Henry Babu,75,F,0
44790,22283,Mahika Saran,37,F,0
44791,22283,Omkaar Nadig,37,F,0
44792,22284,Deepa Talwar,48,M,0
44793,22284,Bhavini Deshmukh,43,F,0
44794,22285,Dakshesh Minhas,25,F,0
44795,22285,Vrinda Bail,26,M,0
44796,22285,Nidhi Yadav,54,M,0
44797,22286,Oliver Krishnamurthy,17,M,0
44798,22287,Samaksh Cheema,5,F,0
44799,22288,Nandini Dhar,43,M,0
44800,22288,Warda Srivastava,7,F,0
44801,22288,Farhan Maharaj,84,M,0
44802,22289,Mason Sandal,28,M,0
44803,22290,Vritti Ram,13,F,0
44804,22290,Dev Minhas,34,F,0
44805,22290,Mohammed Jani,48,M,0
44806,22291,Bishakha Sinha,55,M,0
44807,22291,Chakradev Sankaran,42,M,0
44808,22292,Aarna Gokhale,35,M,0
44809,22293,Krishna Lall,68,M,0
44810,22294,Baljiwan Karnik,4,M,0
44811,22294,Dalbir Deo,28,F,0
44812,22294,Chaaya Mistry,53,F,0
44813,22295,Tamanna Borah,41,F,0
44814,22296,Teerth Master,51,M,0
44815,22296,Samar Kibe,33,M,0
44816,22297,Amaira Bail,17,F,0
44817,22298,Ridhi Tata,13,M,0
44818,22299,Upadhriti Chadha,12,F,0
44819,22299,Anjali Merchant,21,M,0
44820,22299,Jai Mishra,4,M,0
44821,22300,Rachita Wadhwa,33,F,0
44822,22301,Aachal Bail,49,F,0
44823,22301,Tanveer Kohli,59,F,0
44824,22302,Nathan Das,73,M,1
44825,22302,Hemangini Sandhu,2,M,0
44826,22302,Jalsa Kade,6,M,0
44827,22303,Rushil Ahluwalia,18,F,0
44828,22304,Diya Sethi,84,F,0
44829,22304,Sarthak Bakshi,59,F,0
44830,22305,Upkaar Kapoor,2,F,1
44831,22306,Lakshmi Arora,32,M,0
44832,22306,Anika Bhardwaj,12,F,0
44833,22307,Vinaya Deshmukh,72,F,0
44834,22307,Akshay Luthra,41,M,0
44835,22308,Tarak Murty,26,M,0
44836,22308,Dayamai Nayar,85,M,0
44837,22309,Imaran Chakraborty,44,M,0
44838,22309,Mohammed Handa,3,M,0
44839,22309,Jatin Lall,5,M,0
44840,22310,Yatan Bhavsar,17,F,0
44841,22310,Finn Bhalla,85,F,0
44842,22311,Ayushman Mani,17,M,0
44843,22311,Lakshit Chadha,41,M,0
44844,22311,Xiti Deshpande,6,F,0
44845,22312,Krisha Dara,54,M,0
44846,22312,Sai Prabhu,25,M,1
44847,22312,Logan Agarwal,56,M,0
44848,22313,Azaan Parsa,75,M,0
44849,22313,Devika Krish,49,M,0
44850,22314,Pranit Sarraf,76,M,0
44851,22314,Lopa Mitter,84,M,0
44852,22315,Anika Ratta,15,T,1
44853,22315,Chandani Rai,12,F,0
44854,22315,Neelima Apte,31,F,0
44855,22316,Aishani Sandal,43,F,0
44856,22316,Bhanumati Borah,33,M,0
44857,22317,Reyansh Korpal,22,F,0
44858,22317,Megha Chokshi,79,M,0
44859,22318,Abhiram Thakur,63,M,0
44860,22318,Arunima Upadhyay,43,M,0
44861,22319,Zaid Dass,60,M,0
44862,22320,Aarna Rajagopal,60,F,0
44863,22321,Fitan Chaudhary,13,M,1
44864,22321,Dominic Sachdev,63,F,0
44865,22321,Unnati Wagle,18,M,0
44866,22322,Tripti Naik,74,M,0
44867,22322,Gunbir Sahota,3,F,0
44868,22323,Unni Menon,84,F,0
44869,22323,Brinda Mall,24,M,0
44870,22324,Krishna Chopra,75,M,0
44871,22324,Nakul Parsa,21,F,0
44872,22325,Jalsa Doctor,68,M,0
44873,22326,Azaan Batta,44,F,0
44874,22326,Hemani Savant,29,M,0
44875,22326,Bakhshi Gade,72,T,0
44876,22327,Ekbal Parmer,1,M,0
44877,22327,Abdul Chand,20,M,0
44878,22328,Kashish Pillay,83,M,0
44879,22328,Arya Palan,27,M,0
44880,22328,Devansh Gade,12,M,0
44881,22329,Chakradev Kapur,60,F,0
44882,22329,Ekiya Raja,46,F,0
44883,22329,Gayathri Hayre,40,M,0
44884,22330,Irya Venkatesh,29,F,0
44885,22330,Faras Agarwal,50,F,0
44886,22331,Yashvi Sachar,6,M,0
44887,22332,Advaith Sharma,60,M,0
44888,22332,Fariq Keer,48,F,0
44889,22333,Daniel Sangha,42,M,0
44890,22334,Nathan Chhabra,51,M,0
44891,22334,Sneha Dar,67,M,0
44892,22334,Yash Badami,46,F,0
44893,22335,Jalsa Dhaliwal,73,M,0
44894,22336,Maanas Cheema,77,T,0
44895,22337,Harini Narayan,32,M,0
44896,22338,Utkarsh Munshi,35,F,0
44897,22338,Leela Sarraf,34,M,0
44898,22339,Chandresh Das,79,M,0
44899,22339,Chandran Sani,78,M,0
44900,22340,Yadavi Oommen,19,F,0
44901,22340,Damini Kakar,65,M,0
44902,22341,Tristan Kadakia,44,F,0
44903,22341,Vasudha Pant,83,M,0
44904,22342,Aarav Malhotra,57,F,0
44905,22342,Advaith Pillay,80,M,0
44906,22342,Chakradev Mohan,61,M,0
44907,22343,Jagvi Krishnamurthy,12,F,0
44908,22343,Warhi Sagar,48,M,0
44909,22344,Yash Dash,31,F,0
44910,22344,Balveer Baral,45,M,0
44911,22345,Megha Kamdar,16,F,0
44912,22345,Bishakha Guha,69,M,0
44913,22345,Samesh Srinivasan,65,F,0
44914,22346,Adweta Tara,9,M,0
44915,22346,Sachi Puri,85,F,0
44916,22346,Ekani Pai,2,M,0
44917,22347,Tejas Dar,55,M,0
44918,22348,Aadhya Mandal,63,M,0
44919,22348,Advika Ratta,67,F,0
44920,22349,Kamya Agrawal,48,M,0
44921,22349,Aahana Bhatt,50,M,0
44922,22350,Vaishnavi Warrior,30,M,0
44923,22350,Champak Sant,64,M,0
44924,22351,Gautami Mangal,66,F,0
44925,22351,Nathaniel Nigam,72,M,0
44926,22352,Yadavi Dada,37,F,0
44927,22353,Tamanna Bala,21,M,0
44928,22353,Zaid Kothari,4,M,0
44929,22354,Wriddhish Menon,53,M,1
44930,22354,Avi Bandi,82,M,0
44931,22354,Vivaan Aurora,77,M,0
44932,22355,Tejas Chada,56,F,0
44933,22355,Balvan Gade,16,M,0
44934,22355,Zilmil Bassi,40,F,0
44935,22356,Harrison Mane,60,M,0
44936,22357,Nathaniel Solanki,74,M,0
44937,22358,Anjali Sane,60,F,0
44938,22359,Anirudh Chopra,32,M,0
44939,22360,Harsh Krishnan,80,M,0
44940,22360,Diya Subramanian,12,F,0
44941,22360,Abeer Iyer,73,M,0
44942,22361,Guneet Mangat,66,M,0
44943,22361,Vedika Sule,76,M,0
44944,22362,Praneel Mand,23,F,0
44945,22362,Kai Sura,34,F,0
44946,22362,Xalak Nagi,76,F,0
44947,22363,Veer Kade,53,F,0
44948,22363,Chandran Bhasin,83,F,0
44949,22364,Odika Ramakrishnan,6,M,0
44950,22364,Parth Pal,82,M,0
44951,22365,Rajeshri Baral,64,F,0
44952,22365,Ladli Nori,25,M,0
44953,22365,Abdul Soni,23,M,0
44954,22366,Benjamin Mitter,33,M,0
44955,22366,Zayyan Boase,18,M,0
44956,22366,Frederick Naik,57,M,0
44957,22367,Ekaraj Suresh,37,M,0
44958,22367,Andrew Natt,50,F,0
44959,22367,Kamala Ratti,21,M,0
44960,22368,Akshay Rajagopalan,14,M,1
44961,22369,Ekta Bhatia,58,F,0
44962,22369,Zinal Dugar,43,M,0
44963,22369,Nachiket Manda,50,M,0
44964,22370,Rajeshri Bhardwaj,26,M,0
44965,22371,Farhan Toor,44,M,0
44966,22372,Azaan Pant,83,F,0
44967,22373,Bachittar Zachariah,73,F,0
44968,22373,Faris Virk,44,F,0
44969,22374,Vedika Halder,83,F,0
44970,22374,Sudiksha Kale,35,F,0
44971,22374,Alka Om,53,M,0
44972,22375,Anjali De,37,T,0
44973,22375,Suhani Lalla,52,M,0
44974,22375,Siya Suresh,12,F,0
44975,22376,Indrajit Konda,62,F,0
44976,22376,Aarnav Tripathi,31,F,0
44977,22377,Pranav Soman,52,M,0
44978,22377,Ojas Ravi,38,M,0
44979,22377,Inaya Ratta,46,F,0
44980,22378,Hitesh Krish,52,M,0
44981,22378,Balveer Palan,9,M,0
44982,22378,Vrishti Shukla,69,M,0
44983,22379,Tanmayi More,1,M,0
44984,22379,Bhavini Chakraborty,23,M,0
44985,22380,Utkarsh Agarwal,16,F,0
44986,22380,Pranit Rout,44,F,0
44987,22381,Aayush Gour,54,M,0
44988,22382,David Bath,27,M,0
44989,22382,Ekansh Desai,79,M,0
44990,22383,Pahal Sathe,64,M,0
44991,22383,Jeremiah D’Alia,10,M,0
44992,22384,Kalpit Roy,19,M,0
44993,22385,Meghana Basu,54,M,0
44994,22385,Brijesh Khosla,66,F,0
44995,22385,Omkaar Brar,27,M,0
44996,22386,Ikshita Radhakrishnan,74,M,0
44997,22386,Bimala Mahal,46,M,0
44998,22386,Jai Mander,85,M,0
44999,22387,Bimala Mall,63,M,0
45000,22388,Kavya Anand,55,M,0
45001,22388,Riya Kanda,11,M,0
45002,22388,Siddharth Sinha,18,M,0
45003,22389,Falak Parmar,55,M,0
45004,22389,Patrick Shetty,23,M,0
45005,22389,Ati Narang,6,M,0
45006,22390,Farhan Majumdar,3,M,0
45007,22390,Vrishti Balakrishnan,25,F,0
45008,22391,Vritti Dugar,72,F,0
45009,22391,Nirja Kuruvilla,54,M,0
45010,22391,Chavvi Raman,4,M,0
45011,22392,Saanvi Narasimhan,60,M,0
45012,22392,Ronith Sarna,77,M,0
45013,22393,Anita Upadhyay,13,F,0
45014,22393,Chanchal Hayre,60,M,0
45015,22394,Pranav Konda,13,F,0
45016,22394,Ranbir Sandhu,79,M,0
45017,22395,Tanvi Shenoy,36,M,0
45018,22395,Vansha Bhatnagar,66,M,0
45019,22396,Ojasvi Sachdeva,20,M,0
45020,22397,Devika Batra,66,F,0
45021,22397,Upkaar Randhawa,85,M,0
45022,22397,Daksh Narain,8,F,0
45023,22398,Amrita Chahal,85,M,0
45024,22398,Girindra Sule,22,F,0
45025,22399,Oni Basu,2,M,0
45026,22399,Jasmit Sodhi,2,F,0
45027,22399,Chavvi Agarwal,18,M,1
45028,22400,Fariq Oak,36,M,0
45029,22400,Victor Mander,12,M,0
45030,22400,Krish Venkatesh,9,M,0
45031,22401,Widisha Shanker,1,M,0
45032,22402,Jalsa Gaba,67,F,0
45033,22403,Kritika Nadig,30,F,0
45034,22403,Irya Sinha,76,M,0
45035,22403,Vinaya Nayar,56,F,0
45036,22404,Nandini Bora,40,F,0
45037,22404,Ekantika Palla,13,M,0
45038,22405,Anya Wable,50,M,0
45039,22405,Upasna Rana,82,F,0
45040,22405,Warda Hayre,4,F,0
45041,22406,Eesha Singh,85,F,0
45042,22406,Christopher Chand,50,M,0
45043,22406,Nikita Sant,84,M,0
45044,22407,Abha Aurora,13,M,0
45045,22408,Pavani Ratti,85,M,0
45046,22408,Shivani Bala,36,M,0
45047,22409,Yashawini Sodhi,21,M,0
45048,22410,Wridesh Talwar,42,M,0
45049,22411,Tristan Pant,66,F,0
45050,22411,Eesha Rajan,57,M,0
45051,22412,Yuvraj Bumb,11,M,0
45052,22413,Idika Radhakrishnan,12,M,0
45053,22413,Mitesh Mannan,45,M,0
45054,22413,Sathvik Mistry,9,M,0
45055,22414,Madhav Suri,36,M,0
45056,22415,Oviya Chaudhari,59,M,0
45057,22415,Omkaar Morar,23,M,0
45058,22415,Idika Pall,69,F,0
45059,22416,Upasna Sheth,53,M,0
45060,22417,Udant Setty,14,M,0
45061,22417,Lekha Borra,27,F,0
45062,22418,Leena Khalsa,83,M,0
45063,22418,Siddharth Divan,76,M,0
45064,22418,Yashawini Sharaf,76,F,0
45065,22419,Sanaya Vasa,33,M,0
45066,22420,Urishilla Khatri,77,M,0
45067,22420,Edhitha Lad,27,M,0
45068,22420,Naveen Rattan,65,M,0
45069,22421,Aadhya Madan,13,M,0
45070,22422,Priya Dutt,8,F,0
45071,22422,Akshay Pillay,66,F,0
45072,22422,Geetika Dugal,74,M,0
45073,22423,Michael Kunda,76,F,0
45074,22424,Ekansh Walia,1,F,0
45075,22424,Victor Golla,27,M,0
45076,22424,Umang Anand,3,M,0
45077,22425,Kalpit Peri,67,M,0
45078,22425,Jagrati Badami,64,M,0
45079,22426,Samuel Palla,13,M,0
45080,22426,Umang Dua,70,F,0
45081,22426,Ryan Sandhu,35,M,0
45082,22427,Ronith Tiwari,51,F,0
45083,22427,Baljiwan Dass,7,M,0
45084,22428,Raagini Desai,68,M,0
45085,22429,Zinal Gera,20,F,0
45086,22430,Veda Sama,9,M,0
45087,22430,Meghana Taneja,11,F,0
45088,22431,Veda Garde,78,M,0
45089,22431,Laban Ravi,37,M,0
45090,22432,Aarav Dubey,1,M,0
45091,22432,Udarsh Ahluwalia,63,F,0
45092,22432,Ucchal Ravel,49,M,0
45093,22433,Idika Brar,29,M,0
45094,22434,Anamika Oza,47,F,0
45095,22434,Januja Borde,30,F,0
45096,22435,Oscar Talwar,66,M,0
45097,22435,Alka Pai,52,M,0
45098,22436,Aishani Upadhyay,20,M,0
45099,22436,Agastya Jani,10,F,1
45100,22437,Jackson Manda,20,F,0
45101,22437,Darika Yogi,27,M,0
45102,22438,Abdul Shan,7,M,0
45103,22438,Laban Sibal,51,M,0
45104,22438,Yuvraj Sarna,65,M,0
45105,22439,Kashvi Yohannan,61,M,0
45106,22439,Lopa Sarraf,29,M,0
45107,22439,Raagini Radhakrishnan,41,F,0
45108,22440,Sudiksha Randhawa,36,F,0
45109,22440,Wriddhish Menon,15,F,0
45110,22440,Nilima Soman,73,M,0
45111,22441,Tanmayi Bath,9,M,0
45112,22442,Brijesh Bora,35,M,0
45113,22442,Damyanti Narasimhan,85,F,0
45114,22443,Panini Baria,36,F,0
45115,22444,Azaan Pillai,31,M,0
45116,22445,Parth Bir,16,M,0
45117,22446,Nidhi Sama,7,F,0
45118,22446,Ekani Dube,77,F,0
45119,22447,Priya Hayre,11,F,0
45120,22447,Nirja Mane,68,M,0
45121,22448,Balvan Tak,7,M,0
45122,22449,Meghana Zachariah,13,M,0
45123,22450,Aarnav Pandit,17,F,0
45124,22451,Zehaan Thaman,26,F,0
45125,22451,Lekha Agate,44,F,0
45126,22451,Ronith Ganesh,1,M,0
45127,22452,Yamini Pillai,39,F,0
45128,22452,Pushti Raval,77,F,0
45129,22452,Samuel Balakrishnan,54,M,0
45130,22453,Vinaya Agate,12,M,0
45131,22453,Anamika Lala,67,M,0
45132,22453,Gaurang Setty,80,F,0
45133,22454,Vanya Joshi,25,F,0
45134,22455,Jeet Dugar,71,F,0
45135,22455,Ishaan Sarin,17,F,0
45136,22456,Chatresh Pathak,80,M,0
45137,22456,Farhan Prabhu,48,F,0
45138,22457,Aadhya Hayer,56,M,0
45139,22457,Caleb Sura,49,F,0
45140,22458,Madhavi Dhingra,47,M,0
45141,22458,Bhavani Samra,46,M,0
45142,22459,Harrison Kant,39,M,0
45143,22460,Ayushman Dhillon,17,M,0
45144,22460,Onveer Venkataraman,8,F,0
45145,22460,Warjas Bal,33,F,0
45146,22461,Unni Date,12,M,0
45147,22461,Pranav Sem,8,F,0
45148,22461,Charvi Wali,59,M,0
45149,22462,Eta Joshi,3,F,0
45150,22462,Pranav Bassi,34,F,0
45151,22463,Amaira Raval,62,F,0
45152,22464,Yauvani Bala,57,F,0
45153,22464,Rayaan Wagle,74,M,0
45154,22464,Gaurika Brahmbhatt,61,F,0
45155,22465,Radhika Mistry,69,M,0
45156,22465,Saumya Chandra,78,M,0
45157,22466,Faqid Babu,54,M,0
45158,22466,Prisha Krishna,30,M,0
45159,22466,Inaya Kalla,23,M,0
45160,22467,Isha Narasimhan,53,F,0
45161,22468,Gayathri Menon,9,M,1
45162,22469,Kevin Mallick,22,M,0
45163,22469,Adweta Chopra,25,F,0
45164,22469,Vaishnavi Varkey,58,F,0
45165,22470,Triya Wali,25,F,0
45166,22470,Urmi Kata,2,M,0
45167,22471,Krish Chanda,27,F,0
45168,22471,Odika Rama,65,M,0
45169,22471,Varsha Atwal,26,M,0
45170,22472,Udyati Varughese,38,F,0
45171,22472,Warda Datta,47,M,1
45172,22473,Matthew Date,55,F,0
45173,22474,Ekani Pingle,85,M,0
45174,22475,Chaitaly Nath,80,F,0
