EmployeeID,DistrictID,UnitID,RankID,DesignationID,KGID,FirstName,EmployeeDOB,GenderID,BloodGroupID,PhysicallyChallenged,AppointmentDate
641,8,59,11,1,KGID00000641,Diya,1984-02-19,F,A-,0,2010-05-14
642,8,59,11,7,KGID00000642,Jagdish,1983-11-03,M,B-,0,2019-01-07
643,8,59,11,9,KGID00000643,Qasim,1971-01-29,M,AB-,0,1996-01-17
644,8,59,11,8,KGID00000644,Rehaan,1978-02-24,F,A+,0,2007-09-23
645,8,59,11,2,KGID00000645,Tarak,1972-10-10,M,AB-,0,2018-01-22
646,8,59,11,5,KGID00000646,Veda,1979-07-24,F,O+,0,2024-02-17
647,8,59,11,8,KGID00000647,Aradhana,2001-12-23,F,A+,0,2023-11-27
648,8,59,10,4,KGID00000648,Barkha,1985-03-01,F,B-,0,2020-03-18
649,8,59,11,9,KGID00000649,Harish,1983-11-03,M,AB+,0,2015-08-02
650,8,59,8,2,KGID00000650,Rishi,1998-03-21,M,B+,0,2022-11-01
651,8,59,10,3,KGID00000651,Chaman,1993-09-25,F,B-,0,2017-01-07
652,9,61,9,4,KGID00000652,Utkarsh,1978-11-09,M,B-,0,2010-11-27
653,9,61,10,2,KGID00000653,Jalsa,2002-12-10,F,O-,0,2023-04-20
654,9,61,11,8,KGID00000654,Praneel,1992-04-15,M,AB-,0,2013-12-13
655,9,61,11,5,KGID00000655,Chasmum,1993-10-08,M,AB+,0,2023-09-29
656,9,61,11,9,KGID00000656,Akshay,1973-10-02,F,O-,0,1996-06-06
657,9,61,7,3,KGID00000657,Jonathan,1983-07-30,M,A-,0,2012-10-30
658,9,61,11,1,KGID00000658,Anusha,1998-12-01,F,O+,0,2019-02-04
659,9,61,10,3,KGID00000659,Chakradev,1995-06-27,M,B-,0,2018-11-29
660,9,61,11,3,KGID00000660,Chatura,1983-05-23,M,B-,0,2012-03-16
661,9,61,11,7,KGID00000661,Brinda,1984-05-17,M,B+,0,2024-02-29
662,9,61,11,2,KGID00000662,Jonathan,1998-10-09,F,B-,0,2021-07-25
663,9,62,9,8,KGID00000663,Vritti,2001-02-16,F,B+,0,2022-11-03
664,9,62,9,9,KGID00000664,Harshil,1996-04-15,F,O-,0,2022-10-19
665,9,62,11,7,KGID00000665,Advik,1993-06-21,M,B+,0,2014-07-15
666,9,62,11,2,KGID00000666,Bhavani,1989-05-17,M,AB-,0,2024-02-16
667,9,62,10,5,KGID00000667,Upasna,1993-01-02,M,O+,0,2024-06-13
668,9,62,11,9,KGID00000668,Varenya,1995-03-01,M,AB+,0,2018-03-25
669,9,62,11,2,KGID00000669,Ridhi,1989-11-13,M,AB+,0,2020-01-10
670,9,62,11,6,KGID00000670,Harini,1975-07-08,M,O+,0,2024-09-25
671,9,62,8,4,KGID00000671,Qarin,1975-04-08,M,AB+,0,2011-05-31
672,9,62,11,8,KGID00000672,Charan,1985-09-27,F,AB-,0,2012-02-01
673,9,62,11,3,KGID00000673,Zayyan,1988-03-13,M,A+,0,2018-04-15
674,9,62,9,4,KGID00000674,Vanya,1979-04-15,M,A-,0,2003-08-04
675,9,62,11,1,KGID00000675,Ishaan,1989-03-23,M,O+,0,2022-04-20
676,9,62,11,3,KGID00000676,Dhruv,1972-08-29,M,O+,0,2004-10-10
677,9,63,11,3,KGID00000677,Nandini,1987-11-17,M,B+,0,2022-01-19
678,9,63,11,8,KGID00000678,Vyanjana,1982-08-03,M,AB+,0,2022-05-20
679,9,63,9,3,KGID00000679,Ethan,1999-04-17,M,O-,0,2023-01-09
680,9,63,11,9,KGID00000680,Chatresh,1993-04-19,F,AB+,0,2018-11-17
681,9,63,11,8,KGID00000681,Max,1978-03-10,M,O+,0,2003-01-07
682,9,63,10,3,KGID00000682,Manthan,1968-01-02,M,O-,0,2013-06-23
683,9,63,11,5,KGID00000683,Daksha,1990-01-24,M,O+,0,2021-09-13
684,9,63,11,6,KGID00000684,Frederick,1968-04-28,M,O+,0,2014-08-04
685,9,63,9,7,KGID00000685,Yuvraj,2001-01-23,M,A-,0,2024-03-09
686,9,63,9,5,KGID00000686,Jagat,2002-04-18,M,AB+,0,2024-09-19
687,9,63,11,5,KGID00000687,Omaja,1976-03-07,M,O-,0,2003-02-17
688,9,64,11,6,KGID00000688,Upkaar,1990-01-25,M,A+,0,2015-03-19
689,9,64,7,5,KGID00000689,Lajita,1972-08-02,M,O-,0,2005-08-28
690,9,64,9,8,KGID00000690,Shravya,1974-10-04,M,O+,0,1995-08-30
691,9,64,11,1,KGID00000691,Saanvi,1984-08-28,M,B+,0,2015-05-27
692,9,64,11,8,KGID00000692,Chameli,1971-03-15,M,AB+,0,2016-05-13
693,9,64,11,7,KGID00000693,Pushti,1973-06-21,F,O-,0,2005-03-02
694,9,64,11,2,KGID00000694,Dalaja,1976-12-07,M,B-,0,2017-09-03
695,9,64,11,3,KGID00000695,Darpan,1981-12-31,F,A+,0,2016-06-29
696,9,64,11,8,KGID00000696,Hardik,1973-06-24,F,B-,0,2005-05-13
697,9,64,8,2,KGID00000697,Sarthak,1997-11-27,M,O+,0,2020-06-11
698,9,64,9,7,KGID00000698,Siddharth,1980-05-20,F,A+,0,2006-05-15
699,9,64,11,3,KGID00000699,Aishani,1998-12-26,M,A-,0,2024-04-30
700,9,65,8,1,KGID00000700,Finn,1995-10-01,M,B+,0,2019-10-18
701,9,65,11,4,KGID00000701,Naksh,1973-08-23,M,AB-,0,2015-11-19
702,9,65,11,7,KGID00000702,Wriddhish,1976-08-27,M,B+,0,1997-12-16
703,9,65,7,9,KGID00000703,Oscar,1999-09-12,M,O-,0,2022-06-15
704,9,65,9,8,KGID00000704,Falan,1983-08-06,M,B+,0,2011-04-05
705,9,65,9,9,KGID00000705,Naksh,1981-04-06,M,A+,0,2013-10-24
706,9,65,11,1,KGID00000706,Aarnav,2000-11-28,M,AB-,0,2022-01-15
707,9,65,9,9,KGID00000707,Nilima,2000-05-04,F,B-,0,2021-05-10
708,9,65,11,5,KGID00000708,Shravya,1992-09-26,M,AB-,0,2016-06-16
709,9,65,11,3,KGID00000709,Upma,1970-12-28,M,A+,0,1992-12-18
710,9,65,11,7,KGID00000710,Bishakha,1972-06-05,F,AB+,0,1994-06-06
711,9,65,9,1,KGID00000711,Bachittar,2000-03-14,F,B-,0,2021-05-26
712,9,65,11,1,KGID00000712,Vincent,1971-08-03,M,O+,0,2012-12-29
713,9,65,11,5,KGID00000713,Bhavya,1970-08-13,M,A-,0,2018-09-03
714,9,65,8,2,KGID00000714,Barkha,1977-09-07,M,B-,0,2021-04-21
715,9,66,9,3,KGID00000715,Sudiksha,1997-06-19,M,O+,0,2020-10-15
716,9,66,11,8,KGID00000716,Ekavir,1993-11-11,F,O+,0,2018-01-06
717,9,66,9,7,KGID00000717,Vivaan,1976-02-03,M,B+,0,2021-09-02
718,9,66,11,6,KGID00000718,Aishani,1983-10-21,M,AB-,0,2024-03-29
719,9,66,11,6,KGID00000719,Rudra,1996-05-28,M,B-,0,2021-10-30
720,9,66,11,6,KGID00000720,Pavani,2001-05-26,F,O-,0,2023-06-05
721,9,66,7,1,KGID00000721,Ishwar,1969-07-21,M,AB+,1,2002-10-05
722,9,66,11,1,KGID00000722,Umang,1977-08-20,F,AB+,0,2012-02-16
723,9,66,11,3,KGID00000723,Manthan,1993-08-06,M,O-,0,2024-05-20
724,9,66,9,4,KGID00000724,Amaira,1984-06-19,M,AB+,0,2024-12-14
725,9,66,10,6,KGID00000725,Lucky,1977-10-02,F,B+,0,2001-06-18
726,10,68,11,5,KGID00000726,Ekbal,1972-04-11,M,O+,0,2019-09-14
727,10,68,8,6,KGID00000727,Darpan,2002-07-31,F,O+,0,2023-12-09
728,10,68,11,1,KGID00000728,Noah,2002-07-23,F,O+,0,2023-08-21
729,10,68,11,3,KGID00000729,Damyanti,1982-04-28,M,B-,0,2015-02-10
730,10,68,11,9,KGID00000730,Bhavya,1985-08-15,M,O+,0,2015-12-30
731,10,68,10,2,KGID00000731,Reva,1973-12-05,M,A+,0,2009-01-29
732,10,68,10,7,KGID00000732,Jeet,1985-11-16,F,B+,0,2017-04-03
733,10,68,11,7,KGID00000733,Upadhriti,1976-11-19,F,B-,0,2018-11-20
734,10,68,11,4,KGID00000734,Daksha,1991-07-08,M,O+,0,2017-07-10
735,10,68,11,7,KGID00000735,Neha,1972-01-07,M,AB-,0,1998-01-18
736,10,68,10,5,KGID00000736,Anita,1997-05-26,M,AB-,0,2018-04-10
737,10,68,11,3,KGID00000737,Xiti,1987-11-02,M,B-,0,2021-12-23
738,10,68,10,2,KGID00000738,Wakeeta,2001-12-27,F,B-,0,2022-06-25
739,10,68,11,6,KGID00000739,Raksha,1980-11-26,F,A-,0,2001-08-14
740,10,68,11,9,KGID00000740,Faris,1982-11-20,M,AB+,0,2007-09-09
741,10,68,11,1,KGID00000741,Balveer,1974-05-04,M,A+,0,2024-12-22
742,10,68,8,1,KGID00000742,Rachana,1977-01-01,M,A+,0,2010-03-03
743,10,69,10,2,KGID00000743,Ekantika,1997-08-11,M,O+,0,2022-01-15
744,10,69,10,6,KGID00000744,Zashil,1999-11-01,M,A-,0,2020-07-22
745,10,69,11,1,KGID00000745,Atharv,1988-07-17,M,AB+,0,2021-07-30
746,10,69,10,6,KGID00000746,Gavin,1975-01-16,F,AB-,0,1996-10-28
747,10,69,9,1,KGID00000747,Veer,1990-06-26,F,O+,0,2017-03-09
748,10,69,11,5,KGID00000748,Ansh,1969-04-27,M,AB-,0,2014-11-23
749,10,69,11,7,KGID00000749,Amruta,1971-12-09,M,B-,0,2024-09-27
750,10,69,11,6,KGID00000750,Banjeet,1987-02-17,M,B+,0,2015-01-03
751,10,69,9,3,KGID00000751,Parth,1992-04-13,M,B+,0,2017-07-16
752,10,69,11,3,KGID00000752,Upma,2002-07-17,M,A-,0,2023-05-29
753,10,69,11,6,KGID00000753,Zilmil,1974-07-12,F,O+,0,1996-04-28
754,10,69,10,3,KGID00000754,Riya,2001-06-12,F,A-,0,2023-07-15
755,10,69,7,5,KGID00000755,Arunima,1995-06-14,M,B-,0,2022-12-02
756,10,69,9,2,KGID00000756,Pratyush,1969-03-03,F,O-,0,2006-02-12
757,10,69,11,6,KGID00000757,Rajata,1989-01-10,M,O+,0,2024-07-27
758,10,69,9,1,KGID00000758,Vyanjana,1976-09-01,M,A+,0,2007-02-25
759,10,69,11,4,KGID00000759,Gavin,1977-12-25,M,O-,0,2007-02-06
760,10,69,11,8,KGID00000760,Upma,1982-07-29,F,O+,0,2022-06-10
761,10,70,11,6,KGID00000761,Ijaya,1985-01-23,M,A+,0,2022-02-25
762,10,70,11,9,KGID00000762,Nilima,1969-11-25,M,A+,0,2001-01-08
763,10,70,11,4,KGID00000763,Gauri,1996-04-15,M,O+,0,2017-07-21
764,10,70,11,3,KGID00000764,Ekani,1980-10-28,M,A+,0,2021-09-11
765,10,70,11,8,KGID00000765,Henry,1988-10-17,M,A-,0,2023-06-29
766,10,70,11,3,KGID00000766,Naveen,1999-03-24,M,AB-,0,2023-01-24
767,10,70,9,4,KGID00000767,Forum,1994-06-24,F,A-,0,2022-12-28
768,10,70,11,3,KGID00000768,Nisha,1999-11-30,F,A-,0,2024-06-19
769,10,71,11,7,KGID00000769,Warhi,1971-10-29,F,B+,0,2015-07-01
770,10,71,10,6,KGID00000770,Bhavya,2002-06-18,M,B+,0,2023-06-24
771,10,71,9,1,KGID00000771,Nandini,2002-07-02,M,AB+,0,2024-12-30
772,10,71,11,2,KGID00000772,Balhaar,1980-12-14,F,B-,1,2009-02-08
773,10,71,11,8,KGID00000773,Suhani,1968-07-19,F,A+,0,2010-07-29
774,10,71,11,8,KGID00000774,Gaurang,1977-09-23,M,O-,0,2024-05-31
775,10,71,11,5,KGID00000775,Divya,1978-12-23,M,B-,0,2023-07-21
776,10,71,9,1,KGID00000776,Zayyan,1997-04-21,M,A+,0,2021-11-30
777,10,71,11,2,KGID00000777,Ekiya,1981-05-21,M,O+,0,2016-11-07
778,10,71,9,8,KGID00000778,Jack,1980-10-03,F,AB-,0,2008-12-16
779,10,71,8,6,KGID00000779,Netra,1981-06-04,F,A-,0,2016-06-25
780,10,71,11,8,KGID00000780,Yoshita,1970-11-29,M,AB+,0,2004-02-19
781,10,71,11,1,KGID00000781,Aarav,1977-05-31,M,A-,0,2007-05-19
782,10,71,11,7,KGID00000782,Turvi,1999-09-15,M,AB-,0,2021-08-11
783,10,71,11,3,KGID00000783,Odika,1995-12-16,M,O-,0,2019-12-20
784,10,72,11,4,KGID00000784,Chatura,1976-01-26,F,B-,1,2024-05-03
785,10,72,7,4,KGID00000785,Raghav,1996-01-21,F,O+,0,2018-04-29
786,10,72,10,4,KGID00000786,Zarna,1993-02-19,M,B-,0,2023-01-15
787,10,72,10,5,KGID00000787,Janaki,1971-01-16,M,AB-,0,2005-10-21
788,10,72,8,7,KGID00000788,Wishi,1982-12-13,F,A+,0,2010-08-28
789,10,72,9,8,KGID00000789,Riya,1983-02-27,F,A+,0,2024-09-07
790,10,72,11,9,KGID00000790,Charan,1996-02-19,F,O-,0,2022-03-02
791,10,72,11,9,KGID00000791,Samar,2001-04-23,M,AB-,0,2022-04-25
792,10,72,7,6,KGID00000792,Amara,1993-11-25,F,AB-,0,2021-09-08
793,10,72,9,7,KGID00000793,Karan,1969-05-25,F,B+,0,2005-03-19
794,10,72,10,5,KGID00000794,Bhavna,1994-09-12,F,AB-,0,2016-04-23
795,10,72,10,4,KGID00000795,Raksha,1971-11-23,M,AB+,0,2014-04-18
796,10,72,10,1,KGID00000796,Vedhika,1973-01-12,F,A-,0,2010-10-15
797,10,72,7,3,KGID00000797,Jairaj,1989-08-25,M,O-,0,2021-03-20
798,10,72,11,3,KGID00000798,Ayush,2002-10-15,F,A-,0,2023-12-02
799,10,72,11,4,KGID00000799,Wriddhish,1998-05-10,F,O-,0,2020-06-27
800,10,72,11,5,KGID00000800,Nathan,1973-03-12,F,A-,0,1994-03-09
801,10,72,11,5,KGID00000801,Deepa,1972-08-16,M,AB+,0,2016-05-09
802,10,73,10,5,KGID00000802,Akshay,1976-08-20,M,O-,0,2009-11-09
803,10,73,10,2,KGID00000803,Nikita,1975-01-24,M,A-,0,2008-04-10
804,10,73,10,3,KGID00000804,Girik,1982-04-15,F,AB+,0,2009-01-29
805,10,73,9,9,KGID00000805,Umang,1981-12-19,M,B+,0,2017-03-12
806,10,73,11,7,KGID00000806,Ishaan,1970-04-06,M,O+,0,1995-10-02
807,10,73,11,8,KGID00000807,Triya,1994-08-03,M,AB+,0,2022-01-22
808,10,73,9,9,KGID00000808,Jacob,2002-01-07,M,O-,0,2024-11-17
809,10,73,8,2,KGID00000809,Mitesh,1999-05-03,M,O-,0,2022-08-17
810,10,73,11,5,KGID00000810,Wishi,1974-06-12,F,O+,0,2022-09-03
811,10,73,11,6,KGID00000811,Bishakha,1982-10-26,M,A+,0,2020-09-09
812,10,73,8,3,KGID00000812,Yashodhara,1989-06-21,M,AB-,0,2020-05-06
813,10,74,11,2,KGID00000813,Anjali,1986-03-13,M,A-,0,2023-01-08
814,10,74,11,7,KGID00000814,Ojasvi,1985-12-23,M,B-,0,2019-03-31
815,10,74,11,6,KGID00000815,Vasudha,1985-03-20,M,O+,0,2007-06-26
816,10,74,11,4,KGID00000816,Urmi,1983-05-08,M,A-,0,2016-03-18
817,10,74,11,8,KGID00000817,Yagnesh,1989-10-29,M,A-,0,2012-07-25
818,10,74,9,2,KGID00000818,Tanmayi,1986-03-15,F,O+,0,2008-07-24
819,10,74,11,4,KGID00000819,Maanav,1970-10-04,F,A+,0,1995-01-23
820,10,74,11,5,KGID00000820,Leela,1988-04-26,M,O-,0,2020-12-01
821,10,74,11,5,KGID00000821,Rayaan,1982-03-15,F,O+,0,2009-09-21
822,10,74,11,1,KGID00000822,Yashoda,1972-01-02,M,O+,0,2019-02-21
823,10,75,8,1,KGID00000823,Laban,1992-08-14,F,AB-,0,2014-03-12
824,10,75,10,7,KGID00000824,Ekaraj,1969-05-25,F,O+,0,2000-07-21
825,10,75,11,7,KGID00000825,Anya,1986-03-19,M,B+,0,2015-07-23
826,10,75,9,6,KGID00000826,Oeshi,1985-04-02,F,B+,0,2024-11-30
827,10,75,11,1,KGID00000827,Harini,1973-08-18,M,A+,0,2000-01-10
828,10,75,11,3,KGID00000828,Yashica,1997-07-06,M,O+,0,2022-11-24
829,10,75,11,7,KGID00000829,Amara,1999-03-12,F,O-,0,2023-05-22
830,10,75,11,6,KGID00000830,Aarnav,1988-03-09,M,O+,0,2017-08-18
831,10,75,11,9,KGID00000831,Barkha,2000-10-14,M,AB-,0,2022-04-30
832,10,75,7,2,KGID00000832,Chanchal,1989-09-04,M,A-,0,2018-04-08
833,10,75,11,8,KGID00000833,Vrishti,2001-09-01,M,A-,0,2023-07-27
834,10,75,11,9,KGID00000834,Manthan,1997-10-09,F,AB+,0,2018-11-16
835,11,77,11,8,KGID00000835,Sanya,1968-06-25,M,O-,0,2011-01-12
836,11,77,10,5,KGID00000836,Veda,1983-10-31,M,A+,0,2021-11-26
837,11,77,11,1,KGID00000837,Hemani,1981-08-21,F,B+,0,2013-09-07
838,11,77,11,5,KGID00000838,Gaurangi,1981-02-01,M,B+,0,2003-03-24
839,11,77,11,3,KGID00000839,Krishna,1980-06-18,M,AB+,0,2012-04-22
840,11,77,7,3,KGID00000840,Tamanna,1973-01-01,F,B+,0,2021-02-01
841,11,77,10,4,KGID00000841,Ekanta,1975-11-13,M,A+,0,2007-09-20
842,11,77,8,3,KGID00000842,Ranbir,1974-07-04,F,O+,0,2021-09-18
843,11,77,9,3,KGID00000843,William,1987-09-29,M,AB-,0,2024-04-13
844,11,77,10,3,KGID00000844,Leela,1973-03-15,M,O-,0,1996-05-10
845,11,77,11,4,KGID00000845,Vivaan,2001-10-01,M,O+,0,2024-12-26
846,11,77,9,5,KGID00000846,Nirja,1987-07-02,F,O-,0,2008-04-07
847,11,77,10,2,KGID00000847,Caleb,1991-10-14,F,AB-,0,2012-12-02
848,11,78,11,6,KGID00000848,Eesha,1997-04-01,M,A-,0,2021-01-21
849,11,78,11,4,KGID00000849,Urvashi,1988-09-06,F,B-,0,2024-02-23
850,11,78,11,9,KGID00000850,Lakshmi,1976-01-26,M,A+,0,2011-01-20
851,11,78,7,2,KGID00000851,Libni,1972-05-19,F,AB-,0,2016-07-24
852,11,78,10,1,KGID00000852,Max,1976-08-29,M,A+,0,1998-07-12
853,11,78,11,2,KGID00000853,Warhi,1977-09-22,F,A-,0,2024-11-20
854,11,78,11,3,KGID00000854,Balhaar,1984-11-11,F,B+,0,2019-09-22
855,11,78,11,8,KGID00000855,Jonathan,1971-05-25,F,AB+,0,2020-08-26
856,11,78,11,5,KGID00000856,Yadavi,1997-12-11,M,A-,0,2021-08-17
857,11,78,8,1,KGID00000857,Garima,1985-06-06,M,AB+,0,2013-06-18
858,11,78,8,7,KGID00000858,Harish,1976-12-31,M,O-,0,2024-05-18
859,11,78,11,2,KGID00000859,Ria,1987-05-06,F,AB+,0,2012-11-24
860,11,78,8,5,KGID00000860,Harish,1993-08-17,F,A+,0,2022-02-28
861,11,78,9,1,KGID00000861,Tanmayi,1996-09-21,F,AB+,0,2017-01-04
862,11,79,11,9,KGID00000862,Alexander,1993-10-10,F,O-,0,2014-01-16
863,11,79,11,9,KGID00000863,Maanas,2000-08-23,M,O+,0,2021-05-24
864,11,79,11,9,KGID00000864,Nimrat,1989-08-16,F,AB-,0,2012-09-19
865,11,79,10,2,KGID00000865,Mohammed,1970-06-23,M,AB-,0,2019-05-13
866,11,79,11,4,KGID00000866,Falan,2002-05-20,M,A+,0,2023-10-24
867,11,79,11,2,KGID00000867,Upasna,1981-05-28,F,AB-,0,2019-07-02
868,11,79,11,4,KGID00000868,Alka,1987-08-24,M,B-,0,2024-06-28
869,11,79,11,7,KGID00000869,Hamsini,1978-09-12,M,AB+,0,2020-12-11
870,11,79,11,1,KGID00000870,Mitali,1988-02-26,M,AB-,0,2009-05-15
871,11,79,8,9,KGID00000871,Faris,1973-04-20,M,B+,0,2003-07-01
872,11,79,9,3,KGID00000872,Falguni,1971-03-26,M,A+,0,1993-08-27
873,11,79,11,3,KGID00000873,Lajita,1970-01-20,M,A+,0,2001-11-20
874,11,79,11,3,KGID00000874,Edhitha,1972-05-13,F,A-,0,2013-06-19
875,11,80,8,4,KGID00000875,Vinaya,1994-09-09,M,B-,0,2023-12-18
876,11,80,11,6,KGID00000876,Balendra,2001-02-06,M,B+,0,2024-04-03
877,11,80,11,3,KGID00000877,Ekapad,1977-07-25,M,A-,0,2000-01-17
878,11,80,11,9,KGID00000878,Wahab,1975-07-16,M,B-,0,2012-08-04
879,11,80,8,7,KGID00000879,Bhavna,1972-06-25,F,A+,0,2021-05-11
880,11,80,8,2,KGID00000880,Utkarsh,1968-04-28,F,AB+,0,1998-01-18
881,11,80,11,3,KGID00000881,Gautam,2002-08-27,M,AB+,0,2024-05-02
882,11,80,11,1,KGID00000882,Radha,1975-10-30,M,O-,0,2023-05-22
883,11,80,8,7,KGID00000883,Guneet,1981-07-05,M,B-,0,2017-08-09
884,11,81,11,9,KGID00000884,Harish,1995-10-06,M,O-,0,2020-01-22
885,11,81,11,4,KGID00000885,Sachi,1980-05-25,M,B+,0,2003-05-20
886,11,81,11,3,KGID00000886,Ojas,1989-04-12,M,A+,0,2021-02-27
887,11,81,10,5,KGID00000887,Chandani,1977-05-26,M,O-,0,2017-07-01
888,11,81,11,3,KGID00000888,Ayush,1992-02-08,F,O-,0,2016-12-11
889,11,81,8,6,KGID00000889,Chakradhar,1978-07-22,M,AB-,0,2018-12-14
890,11,81,8,4,KGID00000890,Ekta,1978-03-20,F,B-,0,2003-05-26
891,11,81,9,8,KGID00000891,Daksh,1989-02-15,M,O+,0,2023-02-15
892,11,81,11,7,KGID00000892,Chaaya,1988-05-29,M,O-,0,2012-12-29
893,11,81,11,6,KGID00000893,Jagrati,1980-02-05,M,A+,0,2010-01-27
894,11,81,8,7,KGID00000894,Kavya,1988-11-18,M,AB-,0,2019-04-15
895,11,81,10,3,KGID00000895,Raagini,1975-01-12,M,B-,0,2024-08-13
896,11,81,11,8,KGID00000896,Madhav,1989-12-11,F,AB+,1,2014-11-09
897,11,81,11,6,KGID00000897,Yash,1979-01-24,M,B-,0,2011-02-12
898,11,81,11,1,KGID00000898,Nisha,1974-09-06,M,A+,0,2020-09-25
899,11,81,11,1,KGID00000899,Pranit,2002-06-23,M,O+,0,2024-05-31
900,11,82,11,9,KGID00000900,Onkar,1978-10-15,F,O+,0,2002-09-23
901,11,82,9,2,KGID00000901,Parth,1981-04-08,M,AB+,0,2012-09-21
902,11,82,11,1,KGID00000902,Farhan,1993-08-02,F,O-,0,2022-05-19
903,11,82,11,6,KGID00000903,Lavanya,1986-03-08,F,A+,0,2011-02-24
904,11,82,8,9,KGID00000904,Wridesh,1998-12-26,M,O+,0,2022-09-25
905,11,82,11,4,KGID00000905,Widisha,1995-06-23,F,A-,0,2022-01-30
906,11,82,10,6,KGID00000906,Luke,1970-06-17,F,A-,0,2014-02-02
907,11,82,11,6,KGID00000907,Vincent,1969-10-31,M,A-,0,2006-05-26
908,11,82,11,4,KGID00000908,Triya,1974-03-17,M,O-,0,2010-01-09
909,12,84,11,4,KGID00000909,Aachal,1999-07-12,M,AB+,0,2021-03-05
910,12,84,11,6,KGID00000910,Tripti,1970-06-11,M,O-,0,1993-11-04
911,12,84,11,9,KGID00000911,Aadhya,1989-02-02,F,O-,0,2021-12-06
912,12,84,11,2,KGID00000912,Aditya,1999-02-04,M,O-,0,2024-07-14
913,12,84,10,2,KGID00000913,Udyati,1976-01-08,M,AB+,0,2009-12-08
914,12,84,9,9,KGID00000914,Bhavna,1974-10-01,F,A+,0,2004-02-29
915,12,84,11,8,KGID00000915,Nakul,1992-04-14,M,O-,0,2015-12-18
916,12,84,7,1,KGID00000916,Ethan,1976-06-24,F,B-,0,1999-10-29
917,12,84,11,6,KGID00000917,Riya,1983-01-25,F,AB-,0,2013-03-26
918,12,84,11,8,KGID00000918,Hemani,1991-10-13,M,B+,0,2024-04-20
919,12,84,10,8,KGID00000919,Chandani,1979-08-30,M,AB+,0,2010-03-04
920,12,84,8,8,KGID00000920,Panini,1983-11-03,F,B+,0,2010-05-18
921,12,84,10,3,KGID00000921,Zashil,1975-11-13,M,A+,0,2002-11-19
922,12,84,11,6,KGID00000922,Tanmayi,1987-10-11,M,A+,0,2013-11-03
923,12,84,11,8,KGID00000923,Chasmum,1974-08-20,M,B+,0,2011-09-23
924,12,84,9,8,KGID00000924,Rushil,1969-02-12,F,O-,0,2008-02-24
925,12,84,9,6,KGID00000925,Leena,2001-02-15,F,AB+,0,2024-11-05
926,12,85,11,8,KGID00000926,Vasudha,2001-10-30,M,A-,0,2022-10-29
927,12,85,11,2,KGID00000927,Hredhaan,1974-04-03,M,O+,0,2019-09-18
928,12,85,9,6,KGID00000928,Warjas,1984-01-12,M,B-,0,2007-01-28
929,12,85,9,4,KGID00000929,Lakshmi,2002-05-30,M,O-,0,2023-10-12
930,12,85,11,4,KGID00000930,Jagrati,1990-12-16,M,A+,0,2019-11-06
931,12,85,10,6,KGID00000931,Chakrika,1974-08-20,M,A+,0,2014-03-08
932,12,85,10,2,KGID00000932,Chakrika,1987-12-27,M,O-,0,2020-07-31
933,12,85,11,3,KGID00000933,Anthony,1987-11-06,F,O+,0,2014-06-22
934,12,85,11,2,KGID00000934,Meghana,1994-05-04,M,AB+,0,2021-09-15
935,12,85,11,7,KGID00000935,Anvi,1983-01-17,M,O+,0,2005-06-25
936,12,85,10,8,KGID00000936,Abhiram,1975-11-05,F,B+,0,2020-12-06
937,12,85,11,1,KGID00000937,Chandran,1980-12-25,F,AB+,0,2023-01-03
938,12,86,11,4,KGID00000938,Watika,2001-03-09,M,A+,0,2024-08-07
939,12,86,10,8,KGID00000939,Bhavini,1996-09-24,M,AB+,0,2024-02-21
940,12,86,11,1,KGID00000940,Victor,1998-11-08,M,AB+,0,2021-09-29
941,12,86,11,6,KGID00000941,Indira,1994-11-12,M,O+,0,2023-05-12
942,12,86,11,6,KGID00000942,Theodore,1989-05-09,M,A+,0,2012-09-06
943,12,86,9,6,KGID00000943,Ranveer,1970-08-16,M,B+,0,1997-07-22
944,12,86,8,6,KGID00000944,Zashil,1984-03-14,M,AB+,0,2014-05-30
945,12,86,11,3,KGID00000945,Laksh,1991-01-19,F,B+,0,2016-05-06
946,12,86,11,5,KGID00000946,Gunbir,1998-09-22,F,AB-,0,2022-05-18
947,12,86,11,3,KGID00000947,Balveer,1974-06-12,M,AB-,0,1995-07-31
948,12,86,11,4,KGID00000948,Dayamai,1975-04-25,M,B-,0,2000-08-05
949,12,86,11,9,KGID00000949,Ridhi,1993-01-22,F,A-,0,2020-11-17
950,12,87,8,8,KGID00000950,Bahadurjit,1973-11-20,M,AB-,0,1994-10-12
951,12,87,11,6,KGID00000951,Janya,1994-10-22,M,AB+,0,2020-11-12
952,12,87,11,3,KGID00000952,Karan,1977-12-22,F,AB+,0,2003-10-10
953,12,87,9,2,KGID00000953,Gautam,1971-07-11,M,O-,0,2011-01-21
954,12,87,8,9,KGID00000954,Chakrika,1972-11-01,M,O-,0,1994-06-22
955,12,87,10,1,KGID00000955,Eta,1970-12-21,F,A-,0,2004-07-13
956,12,87,9,6,KGID00000956,Ojasvi,1976-12-21,M,B+,0,2005-04-16
957,12,87,11,6,KGID00000957,Parth,1994-01-02,M,B-,0,2018-11-25
958,12,87,8,1,KGID00000958,Sai,1993-12-07,M,B-,0,2022-07-24
959,12,88,11,2,KGID00000959,Kevin,1992-02-04,F,O-,0,2013-02-05
960,12,88,11,2,KGID00000960,Jasmit,1987-09-21,M,AB-,0,2023-02-08
